Project_ID,RFI_Count_to_Date,RFI_Count_per_10M,Avg_RFI_Response_Days,RFI_On_Time_Rate,Overdue_RFI_Rate,High_Critical_Overdue_Rate,RFI_Revision_Rate,RFI_Reopen_Rate,RFI_to_Change_Rate,Approved_Change_Value_Pct_Budget,Pending_Change_Exposure_Pct_Budget,Change_Approval_Cycle_Days,Old_Pending_Change_Rate,Forecast_Incorporation_Lag_Days,Contingency_Utilization_Pct,Revision_Loop_Rate,Workflow_Handoff_Rate,Workflow_Risk_Score_Snapshot
PRJ3-00159,210,5.799,11.918,0.2205,0.3879,0.092,0.0013,0,0.2049,0.0732,0.0347,16.405,0.1523,6.378,0.4724,0.0906,0.3605,4
PRJ3-00160,115,5.497,9.847,0.1974,0.3941,0.0968,0.1505,0.0602,0.1825,0.0237,0.0409,15.666,0.1902,0,0.3632,0.1945,0.3816,3
PRJ3-00161,63,4.913,8.253,0.3125,0.3202,0.0837,0.0872,0.0039,0.1723,0.0117,0.0124,11.604,0.2451,0.604,0.0961,0.0765,0.2184,2
PRJ3-00162,50,4.277,9.594,0.2791,0.2549,0.0813,0.0908,0.0185,0.0503,0.0463,0.0236,26.278,0.285,5.288,0.1922,0.297,0.3496,4
PRJ3-00163,115,5.2,8.903,0.4293,0.3047,0.0609,0.1513,0.0396,0.1325,0.0133,0.0385,14.5,0.2896,9.232,0.2967,0.2076,0.4378,4
PRJ3-00164,82,6.615,11.525,0.08,0.4773,0.1475,0.0999,0.0397,0.2124,0.0591,0.0216,11.092,0.1065,3.637,0.3795,0.151,0.4162,4
PRJ3-00165,35,4.651,6.961,0.3965,0.2471,0.1015,0.1746,0.0698,0.2307,0.0654,0.0264,28.033,0.3491,3.649,0.3475,0.2739,0.4025,3
PRJ3-00166,194,4.065,5.805,0.3877,0.2106,0.0805,0.1547,0.0229,0.0266,0.0163,0.0238,20.606,0.2773,2.748,0.3443,0.2534,0.3098,2
PRJ3-00167,45,8.561,7.516,0.2929,0.3853,0.1079,0.1934,0.0358,0.0892,0.0193,0.0154,24.225,0.2273,2.682,0.2686,0.2844,0.3434,3
PRJ3-00168,55,5.47,4.63,0.4939,0.1589,0.0704,0.1448,0.049,0.1466,0.0384,0.018,21.84,0.2568,2.266,0.34,0.2854,0.5311,2
PRJ3-00169,23,3.278,7.385,0.2256,0.3229,0.0817,0.1212,0.0402,0.1489,0.0539,0.008,20.019,0.1845,3.768,0.2238,0.196,0.4042,2
PRJ3-00170,120,4.34,6.242,0.4602,0.301,0.0689,0.124,0.0563,0.1532,0,0.0056,12.126,0.1282,1.421,0.272,0.1519,0.2891,1
PRJ3-00171,49,6.899,14.626,0.08,0.4972,0.1234,0.1334,0,0.2484,0.0603,0.0302,27.751,0.2833,3.575,0.3922,0.3455,0.3805,5
PRJ3-00172,37,4.641,4.527,0.5311,0.095,0.0333,0.1074,0.0686,0.0316,0,0.011,16.073,0.2404,4.504,0.2835,0.2298,0.3552,2
PRJ3-00173,91,5.387,3.868,0.5043,0.1505,0.0579,0.0318,0.0295,0.1053,0.0195,0.0086,18.203,0.2316,2.131,0.2376,0.1725,0.2223,1
PRJ3-00174,73,5.99,9.677,0.2004,0.3749,0.1095,0.1311,0.0342,0.1349,0.0441,0.0184,22.403,0.2561,3.376,0.3088,0.2313,0.4288,3
PRJ3-00175,23,3.692,9.83,0.2164,0.3655,0.0745,0.0671,0.0228,0.1644,0.0218,0.0001,18.561,0.2107,1.355,0.1882,0.1026,0.3497,2
PRJ3-00176,186,5.21,6.504,0.375,0.2896,0.1056,0.0165,0.0307,0.1583,0.0665,0,21.59,0.3203,6.793,0.2943,0.1433,0.3297,2
PRJ3-00177,90,3.839,6.98,0.4197,0.3262,0.075,0,0,0.1281,0.0298,0,17.082,0.2482,3.087,0.2672,0.1523,0.2897,1
PRJ3-00178,145,5.959,5.143,0.5128,0.3383,0.0873,0.1085,0.05,0.2177,0.0282,0.0351,25.155,0.3544,10.285,0.2877,0.2952,0.3532,4
PRJ3-00179,27,6.607,6.932,0.3334,0.4239,0.1246,0.1228,0.0233,0.1708,0.0399,0.0168,32.114,0.412,1.681,0.1776,0.3012,0.3464,3
PRJ3-00180,40,6.295,10.568,0.1851,0.4105,0.089,0.0116,0.0098,0.1565,0.0684,0.0477,20.443,0.3018,4.348,0.2032,0.1624,0.3165,4
PRJ3-00181,51,6.534,6.479,0.4059,0.1676,0.0702,0.005,0.0402,0.0773,0.0673,0.0256,31.17,0.4499,6.481,0.3199,0.201,0.4359,3
PRJ3-00182,36,6.364,9.048,0.236,0.3517,0.1404,0.1386,0.0379,0.2932,0.0642,0.0282,29.654,0.3641,10.088,0.4324,0.2724,0.3747,5
PRJ3-00183,110,5.119,8.162,0.25,0.2196,0.0569,0.0676,0.0057,0.0359,0.0081,0.0064,12.12,0.1636,3.582,0.173,0.1279,0.3035,1
PRJ3-00184,47,5.662,9.156,0.1523,0.23,0.0637,0.1556,0.0473,0.3351,0.0406,0.0337,27.031,0.3081,7.706,0.4056,0.2791,0.3424,4
PRJ3-00185,26,5.415,6.288,0.4884,0.2081,0.0412,0.0615,0.05,0.1967,0,0.0007,24.774,0.2288,2.626,0.1655,0.2238,0.3113,2
PRJ3-00186,103,5.827,14.023,0.08,0.5154,0.1061,0.2324,0.1047,0.2376,0.0187,0.0426,20.887,0.2797,4.908,0.5322,0.2708,0.4189,5
PRJ3-00187,106,6.049,8.962,0.3124,0.2548,0.0713,0.1512,0.0729,0.1317,0.0396,0.0317,24.799,0.2038,4.309,0.2792,0.3275,0.366,4
PRJ3-00188,30,3.85,7.467,0.3303,0.2973,0.071,0.1096,0.0215,0.1021,0.0423,0.0094,25.254,0.3562,3.881,0.4001,0.2622,0.407,2
PRJ3-00189,19,3.042,9.701,0.3642,0.3678,0.0796,0.0876,0.0276,0.02,0.0052,0.0221,12.987,0.2051,2.718,0.1273,0.1887,0.2957,3
PRJ3-00190,43,4.292,9.219,0.1773,0.2288,0.0469,0.1045,0.0144,0.0789,0.0138,0.0235,9.624,0.2517,3.87,0.2866,0.1237,0.3383,2
PRJ3-00191,28,3.802,12.707,0.08,0.4265,0.1294,0.0732,0.0372,0.1142,0.0421,0.0124,11.01,0.2672,4.486,0.2386,0.148,0.244,3
PRJ3-00192,70,5.521,11.952,0.0873,0.4965,0.144,0.1725,0.0714,0.1425,0.0357,0.0323,28.54,0.336,9.209,0.3231,0.3143,0.4324,6
PRJ3-00193,81,5.563,7.081,0.4873,0.2307,0.0545,0.1254,0.0435,0.2426,0.0474,0.0423,25.942,0.1514,8.877,0.1864,0.284,0.3282,4
PRJ3-00194,240,5.826,8.814,0.2611,0.3162,0.0932,0.2212,0.049,0.1896,0.052,0.0219,26.876,0.3143,1.289,0.2095,0.3034,0.3809,3
PRJ3-00195,20,2.787,10.438,0.1945,0.3961,0.1304,0.157,0.0172,0.2851,0.0567,0.0344,29.939,0.4536,7.127,0.3678,0.3756,0.4274,5
PRJ3-00196,18,3.313,10.145,0.1056,0.3543,0.0936,0.0414,0.0181,0.101,0.0135,0.0211,13.763,0.2854,7.734,0.2823,0.1443,0.3066,3
PRJ3-00197,17,2.233,5.747,0.2491,0.2929,0.0584,0.0883,0.0391,0.0541,0.0458,0.0056,10.53,0.2569,3.813,0.1801,0.0304,0.2781,1
PRJ3-00198,103,5.47,8.608,0.2503,0.2913,0.0857,0.0862,0.0394,0.2029,0.0468,0.0206,18.483,0.227,7.028,0.3776,0.1967,0.3343,3
PRJ3-00199,74,6.718,11.814,0.08,0.3864,0.1137,0.0447,0.0187,0.2438,0.0374,0.0254,11.706,0.2384,2.274,0.4395,0.1707,0.3157,3
PRJ3-00200,13,8.054,11.125,0.143,0.4094,0.0954,0.1485,0.049,0.1072,0.0262,0.0325,29.11,0.3632,3.684,0.1288,0.2959,0.1808,5
PRJ3-00201,26,3.978,4.987,0.4808,0.0915,0.0361,0.0167,0.0051,0.1173,0.0079,0.0116,27.769,0.3576,0,0.2577,0.2402,0.2261,2
PRJ3-00202,88,4.873,7.12,0.3667,0.2723,0.0468,0.0688,0.0294,0.1322,0.0454,0.0142,33.428,0.3906,2.366,0.2543,0.3742,0.3557,3
PRJ3-00203,96,6.626,7.893,0.1411,0.2762,0.1101,0.0688,0.0037,0.2022,0.0475,0.0304,16.873,0.3677,1.949,0.4378,0.213,0.4917,3
PRJ3-00204,155,5.653,12.884,0.08,0.5029,0.1001,0.1202,0.0634,0.1435,0.0346,0.0295,29.932,0.3618,8.997,0.281,0.2556,0.3901,6
PRJ3-00205,139,5.618,8.185,0.2705,0.2976,0.1144,0.1952,0.0413,0.2655,0.0388,0.0331,5,0.0968,3.984,0.2618,0.1286,0.3884,3
PRJ3-00206,29,6.834,9.253,0.3226,0.3375,0.0538,0.1163,0.0584,0.1373,0.007,0.0161,22.216,0.2064,7.113,0.2489,0.2678,0.2801,3
PRJ3-00207,179,5.802,9.801,0.244,0.3025,0.0782,0.1531,0.0269,0.2147,0.0627,0.039,22.014,0.2125,3.551,0.328,0.2435,0.439,4
PRJ3-00208,168,4.886,4.471,0.4671,0.0954,0.0337,0.0785,0.0376,0.1009,0.0346,0.013,24.031,0.2145,0.434,0.4278,0.1748,0.3407,1
PRJ3-00209,20,4.951,8.839,0.2975,0.2655,0.0793,0.2122,0.0561,0.3011,0.0329,0.043,9.312,0.031,1.364,0.4453,0.2322,0.3528,3
PRJ3-00210,21,3.663,12.549,0.08,0.4416,0.11,0.19,0.0507,0.2362,0.0225,0.0313,36.098,0.3719,3.677,0.2357,0.3592,0.4065,5
PRJ3-00211,195,5.123,7.899,0.2929,0.123,0.0119,0.1924,0.0702,0.1817,0.0181,0.0234,10.351,0.2235,2.602,0.0835,0.2132,0.2615,2
PRJ3-00212,81,3.837,8.042,0.3446,0.3539,0.086,0.1192,0.0279,0.1993,0.0194,0,24.273,0.2757,4.05,0.177,0.2989,0.3375,2
PRJ3-00213,76,5.071,11.037,0.2079,0.3876,0.0993,0.0409,0.0215,0.107,0.0167,0.0278,25.93,0.2867,2.238,0.238,0.2152,0.323,4
PRJ3-00214,41,6.232,9.762,0.2651,0.342,0.0794,0.1221,0.0399,0.1461,0.0304,0.0315,31.808,0.3895,2.875,0.2662,0.2523,0.5051,4
PRJ3-00215,32,5.498,8.262,0.4108,0.3011,0.0703,0.0856,0.0217,0.1213,0.0562,0.0389,26.332,0.3364,9.835,0.2345,0.2225,0.4055,4
PRJ3-00216,35,9.975,11.393,0.2018,0.4123,0.0925,0.1492,0.0492,0.1962,0.051,0.0152,17.726,0.2525,5.943,0.4726,0.3384,0.4491,3
PRJ3-00217,47,4.16,4.788,0.5075,0.2144,0.059,0.1359,0.0636,0.0923,0.0194,0.0102,32.128,0.3677,3.332,0.2315,0.2388,0.3132,3
PRJ3-00218,55,4.695,6.753,0.2988,0.3337,0.1047,0.1329,0.0521,0.2338,0.0079,0.002,13.649,0.277,2.081,0.1868,0.152,0.3905,1
PRJ3-00219,13,5.745,8.112,0.373,0.3275,0.0762,0.0248,0,0.2541,0.0015,0.0175,21.826,0.248,7.582,0.2955,0.1992,0.2939,3
PRJ3-00220,23,2.755,7.816,0.3586,0.2914,0.0841,0.1579,0.0578,0.1351,0.0267,0.0227,25.098,0.2752,5.746,0.3963,0.3196,0.3434,3
PRJ3-00221,13,4.527,13.339,0.1406,0.4126,0.0947,0.0577,0.0374,0.2322,0.0468,0.0051,26.304,0.2492,4.836,0.1991,0.2213,0.1667,4
PRJ3-00222,35,3.68,5.157,0.4514,0.1861,0.0586,0.0853,0.0268,0.02,0.0294,0,17.652,0.1833,1.18,0.2054,0.1372,0.179,1
PRJ3-00223,101,4.221,2,0.5767,0.1118,0.0172,0.0682,0.0315,0.0593,0.0203,0,25.892,0.2957,6.557,0.2666,0.295,0.1411,2
PRJ3-00224,71,5.123,3.148,0.5545,0.1218,0.0691,0.1746,0.0405,0.2487,0.0672,0.0113,29.063,0.3486,5.96,0.38,0.2696,0.4298,3
PRJ3-00225,130,4.559,7.212,0.4393,0.2124,0.0811,0.0638,0.0435,0.1014,0.0647,0.0132,27.255,0.2419,2.101,0.3254,0.2421,0.2819,2
PRJ3-00226,26,5.498,3.36,0.4773,0.1432,0.0144,0.0887,0.0361,0.1141,0,0.0245,22.713,0.2172,0.156,0.1443,0.2187,0.2896,2
PRJ3-00227,66,5.705,11.987,0.1143,0.5183,0.102,0.1647,0.0669,0.2852,0.0494,0.0305,17.735,0.1882,0.177,0.3456,0.2419,0.2671,4
PRJ3-00228,23,3.41,12.466,0.1411,0.3904,0.0962,0.174,0.0739,0.1473,0.0299,0.0078,29.1,0.3295,7.137,0.3018,0.2964,0.3465,4
PRJ3-00229,42,7.708,10.915,0.1446,0.3847,0.1182,0.1858,0.0374,0.2172,0.0447,0.0401,25.14,0.2343,4.13,0.3454,0.2415,0.3725,5
PRJ3-00230,37,5.417,11.356,0.1024,0.4479,0.1275,0.1598,0.0583,0.1074,0.0283,0.0018,14.476,0.1533,3.669,0.3161,0.2153,0.3276,3
PRJ3-00231,39,5.344,9.913,0.1982,0.2688,0.0969,0.1719,0.011,0.2495,0.0172,0,17.224,0.188,4.386,0.1759,0.2232,0.4017,2
PRJ3-00232,4,1.589,5.876,0.3476,0.1247,0.0617,0.177,0.0605,0.2793,0.0303,0,21.096,0.2583,3.145,0.3262,0.1941,0.395,1
PRJ3-00233,22,9.487,7.52,0.2785,0.3128,0.0671,0.1294,0.0415,0.0751,0.0413,0,28.415,0.3198,1.034,0.191,0.1965,0.3004,2
PRJ3-00234,82,6.826,6.868,0.3791,0.2292,0.0806,0.212,0.0566,0.25,0.0764,0.0302,25.643,0.3207,9.194,0.5629,0.3006,0.3941,4
PRJ3-00235,25,7.145,17.182,0.08,0.5683,0.121,0.1125,0.0256,0.1216,0.054,0.0255,27.439,0.3065,5.403,0.3511,0.2479,0.3022,6
PRJ3-00236,143,4.28,8.445,0.2062,0.2981,0.1098,0.1144,0,0.1007,0.0407,0,32.305,0.2815,6.247,0.2623,0.2618,0.283,3
PRJ3-00237,111,5.786,7.027,0.2192,0.2117,0.0711,0.094,0.0721,0.2061,0.0342,0.007,21.368,0.3086,0.525,0.2815,0.2411,0.4249,1
PRJ3-00238,45,7.263,4.713,0.6291,0.17,0.0471,0.0917,0.0288,0.1733,0.0185,0.008,17.95,0.2924,3.17,0.2146,0.1527,0.2864,1
PRJ3-00239,34,5.775,4.425,0.6043,0.0909,0.0372,0.1051,0.0416,0.0805,0.0189,0.0033,17.1,0.2102,3.613,0.1866,0.1385,0.2447,1
PRJ3-00240,240,5.136,8.35,0.3467,0.2238,0.0831,0.1356,0.0126,0.1966,0.0458,0.0464,19.156,0.2725,5.125,0.3052,0.183,0.3373,4
PRJ3-00241,11,2.793,11.249,0.1579,0.3268,0.1061,0.13,0.0377,0.1896,0.0302,0.0157,20.207,0.1609,1.414,0.2325,0.2128,0.393,3
PRJ3-00242,31,6.251,5.648,0.4994,0.2583,0.028,0.2653,0.0704,0.3165,0.0465,0.0302,19.939,0.0898,1.654,0.4034,0.3648,0.3225,3
PRJ3-00243,140,6.286,13.056,0.08,0.4619,0.1272,0.1965,0.0714,0.215,0.0627,0.0409,26.357,0.293,6.342,0.3099,0.3086,0.3165,6
PRJ3-00244,30,5.295,10.01,0.1114,0.2632,0.0609,0.1474,0.0389,0.1251,0.0346,0.0119,15.913,0.2427,6.584,0.202,0.133,0.4534,3
PRJ3-00245,25,4.992,3.897,0.6078,0.1074,0.0554,0.1982,0.0218,0.1991,0.0482,0.0327,11.558,0.2703,1.723,0.2196,0.2345,0.3725,2
PRJ3-00246,80,5.244,11.328,0.0864,0.3041,0.0644,0.046,0.0083,0.0907,0.0284,0.0118,14.792,0.1287,2.853,0.3688,0.1295,0.1898,2
PRJ3-00247,25,4.957,8.072,0.3749,0.2886,0.0818,0.1715,0.0038,0.2677,0.0898,0.0162,9.799,0.1814,5.941,0.4892,0.2299,0.4997,2
PRJ3-00248,27,5.625,10.712,0.1858,0.4127,0.1115,0.0957,0.0309,0.195,0.0439,0.0457,22.5,0.3537,1.991,0.4086,0.2164,0.4006,4
PRJ3-00249,35,4.316,11.338,0.215,0.3948,0.0685,0.0872,0.0413,0.0266,0.0757,0.0173,22.862,0.2936,5.424,0.4463,0.1535,0.2994,4
PRJ3-00250,36,6.738,14.424,0.08,0.5232,0.1357,0.1324,0.0594,0.1757,0.0719,0.0244,27.726,0.328,2.714,0.5023,0.2517,0.4728,5
PRJ3-00251,86,6.638,9.973,0.2543,0.3582,0.1062,0.2105,0.0771,0.3141,0.0657,0.035,11.833,0.1629,6.104,0.4496,0.1959,0.3217,4
PRJ3-00252,66,6.244,7.252,0.2123,0.2005,0.0725,0.2047,0.0632,0.3428,0.0364,0.0263,26.099,0.2812,4.707,0.2664,0.2749,0.3418,3
PRJ3-00253,24,3.768,8.492,0.2169,0.2724,0.08,0.0694,0.0292,0.2133,0.0389,0.0312,18.48,0.1901,6.661,0.321,0.173,0.3669,3
PRJ3-00254,65,7.131,4.681,0.5108,0.2429,0.0259,0.0619,0.0555,0.0744,0,0,28.695,0.2704,3.833,0.2627,0.2477,0.2674,2
PRJ3-00255,47,5.123,5.727,0.4247,0.1486,0.0514,0.1267,0.0629,0.0642,0.0458,0.0048,18.047,0.2353,2.789,0.3561,0.2055,0.2523,1
PRJ3-00256,34,3.715,2.264,0.6722,0.0843,0.0607,0.1254,0.0329,0.2198,0.0632,0.0059,17.048,0.2364,3.369,0.345,0.1244,0.3067,1
PRJ3-00257,123,4.294,12.437,0.0913,0.4487,0.0778,0.0795,0.0407,0.0967,0.0488,0.0133,25.651,0.3408,9.334,0.3184,0.1736,0.3744,4
PRJ3-00258,109,5.495,8.314,0.4521,0.3182,0.0546,0.1475,0.0592,0.2703,0.022,0.0049,13.199,0.1836,3.598,0.1777,0.1585,0.3216,2
PRJ3-00259,81,5.422,7.121,0.4583,0.2671,0.0548,0.1416,0.0529,0.2422,0.0195,0.0218,22.298,0.1534,5.855,0.1562,0.2113,0.3509,3
PRJ3-00260,101,5.979,9.593,0.2215,0.3048,0.0817,0.2268,0.0621,0.2061,0.0529,0.0215,19.307,0.3276,7.659,0.3874,0.2033,0.4097,3
PRJ3-00261,5,1.218,11.973,0.1915,0.4032,0.0727,0.1553,0.0294,0.1708,0.0694,0.0081,11.56,0.1958,5.311,0.2812,0.2212,0.2798,3
PRJ3-00262,20,3.408,4.304,0.4103,0.1542,0.0651,0.1466,0.0465,0.1406,0.0357,0.0109,12.628,0.0663,2.087,0.3968,0.1568,0.3239,1
PRJ3-00263,70,5.575,7.651,0.3068,0.2551,0.0635,0.1149,0.0416,0.1159,0.0583,0.0415,25.89,0.2576,5.655,0.4352,0.2317,0.328,4
PRJ3-00264,135,6.835,8.176,0.3254,0.331,0.0965,0.207,0.0763,0.3288,0.0453,0.0275,27.161,0.3336,5.161,0.2203,0.3061,0.5255,4
PRJ3-00265,18,5.374,9.011,0.2227,0.3094,0.0862,0.1388,0.064,0.2043,0.0329,0.0206,12.584,0.1128,3.316,0.1817,0.0807,0.3477,2
PRJ3-00266,115,5.061,11.545,0.08,0.4563,0.1308,0.0278,0.0358,0.1137,0.0297,0.0319,17.167,0.2635,3.413,0.4924,0.1478,0.2684,4
PRJ3-00267,41,11.231,3.816,0.616,0.1237,0.0623,0.1138,0.0407,0.2696,0.0574,0.031,31.655,0.3241,5.789,0.1834,0.288,0.3794,4
PRJ3-00268,65,4.483,11.521,0.1074,0.5059,0.153,0.1392,0.0447,0.0839,0.042,0.0411,32.325,0.3676,9.419,0.2429,0.2951,0.3936,6
PRJ3-00269,56,5.109,7.011,0.3139,0.224,0.0744,0.2374,0.0608,0.2632,0.0431,0.0309,27.754,0.3488,3.157,0.413,0.2634,0.3145,3
PRJ3-00270,217,5.862,13.632,0.08,0.4802,0.0887,0.0467,0.0418,0.272,0.075,0.03,27.741,0.3754,4.136,0.3035,0.2345,0.3595,5
PRJ3-00271,39,4.471,9.61,0.264,0.3359,0.0566,0.0405,0.0421,0.1438,0.0531,0.0229,15.302,0.2685,4.809,0.2859,0.1648,0.4501,3
PRJ3-00272,69,6.417,5.076,0.5655,0.1176,0.0533,0.0826,0.0265,0.1643,0.0151,0.0385,25.011,0.3605,3.082,0.2591,0.2116,0.3564,3
PRJ3-00273,36,5.639,7.27,0.2987,0.3504,0.0916,0.1586,0.0401,0.1811,0.042,0.0067,20.674,0.3584,0.778,0.3838,0.2106,0.2605,2
PRJ3-00274,46,5.812,8.514,0.2868,0.2932,0.1158,0.1149,0.0539,0.2051,0.0371,0.0246,27.711,0.217,6.872,0.3286,0.3105,0.5226,4
PRJ3-00275,33,3.239,7.476,0.4441,0.3488,0.0822,0.1085,0.0494,0.1179,0.0304,0.0008,29.907,0.4674,4.573,0.3087,0.2862,0.0897,3
PRJ3-00276,22,2.879,4.652,0.5025,0.1777,0.065,0.1062,0.0375,0.191,0.0125,0.0091,32.241,0.2576,4.979,0.2922,0.3274,0.4686,3
PRJ3-00277,67,5.657,8.151,0.169,0.2927,0.0915,0.0624,0.0177,0.1006,0.0562,0.0393,22.825,0.3048,4.05,0.2027,0.2509,0.3276,4
PRJ3-00278,48,5.647,5.368,0.419,0.2358,0.074,0.163,0.0538,0.2805,0.032,0.0444,25.264,0.383,7.933,0.326,0.1803,0.312,4
PRJ3-00279,24,5.693,5.78,0.4312,0.2802,0.0715,0.0615,0.0473,0.1344,0.0263,0.0234,20.291,0.2649,2.205,0.1539,0.1414,0.2215,2
PRJ3-00280,121,7.391,13.566,0.1144,0.589,0.0918,0.2279,0.049,0.2605,0.0481,0.0251,32.811,0.4718,10.055,0.4419,0.3891,0.2993,6
PRJ3-00281,24,6.228,8.463,0.3186,0.248,0.1058,0.1366,0.0332,0.1051,0.0366,0.0222,26.089,0.3492,8.984,0.3792,0.2606,0.4637,4
PRJ3-00282,62,6.887,13.207,0.1128,0.4253,0.1535,0.1618,0.0557,0.1848,0.0419,0.018,12.315,0.2278,1.548,0.3485,0.2071,0.3248,3
PRJ3-00283,13,6.993,8.162,0.3325,0.227,0.0585,0.1215,0.0374,0.0781,0.0246,0.0282,11.292,0.211,3.668,0.4618,0.1759,0.3606,2
PRJ3-00284,38,5.051,5.837,0.3985,0.2011,0.07,0.1487,0.0567,0.112,0.0262,0.0417,27.501,0.324,0,0.4885,0.3715,0.3487,3
PRJ3-00285,56,4.675,11.268,0.08,0.3556,0.0777,0.2002,0.0485,0.2436,0.0443,0.0241,18.47,0.2903,5.861,0.2859,0.2321,0.3257,4
PRJ3-00286,64,3.461,13.496,0.08,0.5207,0.0774,0,0.0007,0.1301,0.0371,0.0402,18.043,0.3169,3.616,0.0417,0.1149,0.2543,5
PRJ3-00287,73,8.371,9.914,0.2785,0.3021,0.0826,0.2637,0.048,0.2354,0.0726,0.0403,40.338,0.4651,1.862,0.4646,0.3574,0.4594,5
PRJ3-00288,240,4.966,10.455,0.08,0.4081,0.1234,0.0951,0.0202,0.0763,0.0255,0.0552,9.434,0.1889,6.082,0.3434,0.1427,0.476,5
PRJ3-00289,5,1.691,4.413,0.5492,0.2174,0.056,0.0814,0.0171,0.109,0.0541,0.0188,6.198,0.1517,4.414,0.2162,0.1385,0.3583,2
PRJ3-00290,37,7.164,13.29,0.08,0.4751,0.0845,0.0139,0.0137,0.1481,0.038,0.027,21.647,0.1563,7.612,0.2065,0.1156,0.3429,5
PRJ3-00291,62,4.677,6.911,0.2414,0.2749,0.1052,0.1877,0.0827,0.1743,0.0263,0.0314,30.719,0.3258,9.499,0.2868,0.3801,0.2026,5
PRJ3-00292,46,5.432,13.285,0.1315,0.3895,0.0963,0.0811,0.0721,0.1807,0.0302,0.0443,31.606,0.448,3.996,0.3373,0.2094,0.4025,6
PRJ3-00293,240,3.081,9.69,0.2323,0.3744,0.1093,0.0996,0.0241,0.135,0.0579,0.0179,28.435,0.4011,2.341,0.2914,0.2355,0.3851,3
PRJ3-00294,11,2.661,10.423,0.0893,0.4519,0.1092,0.0267,0.0165,0.0566,0.0221,0.0161,26.789,0.298,3.732,0.2671,0.1377,0.335,4
PRJ3-00295,30,4.404,8.985,0.2706,0.2716,0.0725,0.0988,0.0137,0.1111,0.0204,0.0242,8.827,0.2021,0.945,0.2647,0.1695,0.4052,2
PRJ3-00296,25,3.552,11.147,0.08,0.5464,0.1035,0.0862,0,0.02,0.0049,0.0268,12.048,0.2187,6.463,0.324,0.1599,0.3098,4
PRJ3-00297,28,6.882,8.273,0.2229,0.2904,0.0953,0.039,0.0146,0.1845,0.0093,0.02,8.275,0.1294,0,0.2139,0.1271,0.3143,2
PRJ3-00298,40,6.361,10.743,0.1979,0.4018,0.1197,0.0632,0.0216,0.2239,0.0493,0.0391,36.91,0.3708,4.92,0.4592,0.2937,0.4508,6
PRJ3-00299,93,5.837,8.815,0.2658,0.2554,0.0948,0.1971,0.0631,0.2193,0.0565,0.0371,27.764,0.3114,6.056,0.4334,0.3657,0.4075,4
PRJ3-00300,224,5.03,7.999,0.4438,0.2999,0.1024,0.04,0.0353,0.02,0.031,0.0015,7.843,0,0,0.2129,0,0.1874,1
PRJ3-00301,19,4.869,8.802,0.3774,0.2224,0.064,0.0769,0.0651,0.1542,0.0371,0.0007,9.303,0.1934,3.538,0.41,0.1083,0.217,1
PRJ3-00302,24,3.288,7.467,0.4402,0.2779,0.0726,0.2087,0.0881,0.2161,0.0217,0.0034,19.071,0.2167,2.712,0.3828,0.2477,0.3479,2
PRJ3-00303,13,2.822,10.573,0.1046,0.3437,0.1066,0.1491,0.0184,0.1837,0.0325,0.0251,29.652,0.325,10.365,0.2438,0.2974,0.529,5
PRJ3-00304,41,6.48,8.566,0.4559,0.2787,0.1161,0.1542,0.0655,0.2773,0.0634,0.0439,43.314,0.439,5.665,0.3502,0.3364,0.4376,6
PRJ3-00305,72,4.102,7.137,0.3067,0.338,0.0689,0.0418,0.0634,0.0496,0.0227,0.0245,12.921,0.217,0.044,0.3006,0.1114,0.2622,2
PRJ3-00306,115,5.409,11.091,0.1499,0.4788,0.0898,0,0.016,0.1225,0.0485,0.0205,26.418,0.3507,4.721,0.1256,0.2446,0.3678,4
PRJ3-00307,65,4.291,12.007,0.1639,0.4529,0.1183,0.1694,0.0553,0.1464,0.051,0.0152,9.22,0.1277,0.906,0.072,0.1676,0.3352,3
PRJ3-00308,101,4.466,6.32,0.3612,0.2342,0.0648,0.0705,0.0406,0.0866,0.0314,0.028,24.306,0.333,3.571,0.3657,0.3286,0.3496,3
PRJ3-00309,48,6.161,13.826,0.08,0.4376,0.1048,0.0673,0.0213,0.2335,0.0701,0.0398,24.056,0.2084,1.22,0.6161,0.2303,0.4424,5
PRJ3-00310,176,5.04,10.533,0.2782,0.2751,0.0596,0.0709,0.0443,0.1249,0,0.0282,11.539,0.1352,3.948,0.2488,0.1137,0.3584,3
PRJ3-00311,59,4.505,10.26,0.1555,0.3296,0.1299,0.1145,0.0128,0.1637,0.03,0.0087,25.823,0.3446,1.959,0.3325,0.2074,0.2374,3
PRJ3-00312,45,7.476,6.951,0.2956,0.1074,0.0588,0.1754,0.0548,0.3463,0.018,0.032,27.327,0.2768,0.653,0.3814,0.2354,0.3554,3
PRJ3-00313,90,4.642,10.988,0.1691,0.4341,0.0881,0.064,0.0115,0.1846,0.0386,0.0021,25.509,0.2452,6.266,0.1204,0.1931,0.3478,3
PRJ3-00314,15,2.912,7.068,0.3808,0.2136,0.1024,0.1073,0.0213,0.2071,0.0495,0.0185,16.08,0.2338,1.168,0.2133,0.1431,0.2827,2
PRJ3-00315,219,5.289,9.408,0.1735,0.3239,0.093,0.0833,0.0474,0.2071,0.0584,0.0348,19.406,0.1842,5.972,0.4422,0.2138,0.3025,4
