Project_ID,Project_Name,Project_Type,Region,State,Client_Type,Contract_Type,Delivery_Method,Complexity_Level,Digital_Coordination_Level,Owner_Decision_Profile,Start_Date,Snapshot_Date,Snapshot_Year,Original_Budget,Planned_Duration_Days,Planned_Percent_Complete,Actual_Percent_Complete,CPI_Snapshot,SPI_Snapshot,Cost_Variance_Pct_Snapshot,Schedule_Variance_Days_Snapshot,Labor_Productivity_Index,Procurement_Delay_Days_to_Date,Weather_Impact_Days_to_Date,Safety_Incident_Rate_to_Date,Snapshot_Data_Completeness_Pct,RFI_Count_to_Date,RFI_Count_per_10M,Avg_RFI_Response_Days,RFI_On_Time_Rate,Overdue_RFI_Rate,High_Critical_Overdue_Rate,RFI_Revision_Rate,RFI_Reopen_Rate,RFI_to_Change_Rate,Approved_Change_Value_Pct_Budget,Pending_Change_Exposure_Pct_Budget,Change_Approval_Cycle_Days,Old_Pending_Change_Rate,Forecast_Incorporation_Lag_Days,Contingency_Utilization_Pct,Revision_Loop_Rate,Workflow_Handoff_Rate,Workflow_Risk_Score_Snapshot,Final_Cost_Overrun_Pct,Final_Schedule_Delay_Days,Cost_Overrun_Flag,Schedule_Delay_Flag,Combined_Overrun_Flag,Final_CPI,Final_SPI,Final_Status,Actual_End_Date,Final_EAC,Data_Split
PRJ3-00052,Cedar Office Campus 52,Commercial,West,NV,Public,Guaranteed Maximum Price,Design-Bid-Build,High,Low,Fast,2023-04-16,2024-03-13,2024,41602700,668,0.498,0.4646,0.9866,0.9303,0.0042,22,1.0723,27,5,0.866,0.9526,22,5.288,12.439,0.08,0.482,0.0912,0.178,0.0786,0.3128,0.0237,0.0323,19.24,0.1807,1.382,0.2391,0.1943,0.349,4,0.0264,40,0,1,1,0.9743,0.9435,Complete,2025-03-24,42700000,Validation
PRJ3-00053,Riverside Water Program 53,Heavy Civil,Southwest,TX,Private,Unit Price,CMAR,Moderate,High,Standard,2023-01-19,2024-08-22,2024,394699900,1181,0.492,0.4614,1.0159,0.887,-0.0119,36,1.1064,0,6,0.218,0.9686,193,4.89,7.953,0.4286,0.3366,0.0633,0.0535,0.0601,0.1163,0,0.0079,34.028,0.3094,5.475,0.1491,0.2561,0.3091,3,0.0351,13,0,0,0,0.9661,0.9891,Complete,2026-04-27,408541200,Validation
PRJ3-00054,Summit Public Works Program 54,Infrastructure,West,WA,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Fast,2019-01-23,2020-07-07,2020,102186400,1418,0.375,0.4,1.0197,1.0604,-0.0135,-35,1.0251,0,6,0.695,0.9691,52,5.089,2.8,0.5378,0.1192,0.0466,0.0097,0,0.1407,0.0316,0,14.012,0.2369,4.881,0.2615,0.1513,0.2646,1,-0.0228,7,0,0,0,1.0234,0.9951,Complete,2022-12-18,99853300,Train
PRJ3-00055,Crescent Earthworks Package 55,Heavy Civil,West,NV,Private,Cost Plus,CMAR,High,Low,Slow,2019-12-18,2021-02-27,2021,73151900,1020,0.429,0.4344,0.9094,1.0031,0.0376,-6,0.9523,26,8,0.801,0.9705,48,6.562,13.082,0.0825,0.5519,0.1208,0.1392,0.0371,0.2189,0.0307,0.0251,34.886,0.4054,8.625,0.5002,0.3002,0.4042,6,0.1612,9,1,0,1,0.8612,0.9913,Complete,2022-10-12,84942200,Train
PRJ3-00056,Canyon Transit Program 56,Infrastructure,Southeast,GA,Private,Lump Sum,Design-Build,Moderate,Moderate,Fast,2023-04-17,2025-02-20,2025,230732700,1434,0.471,0.4779,1.0149,1.0265,-0.0149,-10,0.9894,23,22,0.328,0.966,99,4.291,7.681,0.4738,0.2251,0.0873,0.0879,0.0754,0.0869,0.027,0,11.151,0.1635,0.276,0.3198,0.1133,0.3397,1,0.0286,16,0,0,0,0.9722,0.989,Complete,2027-04-06,237341000,Test
PRJ3-00057,Redwood Medical Center 57,Institutional,Southwest,TX,Private,Unit Price,CMAR,Low,Moderate,Fast,2023-06-15,2024-09-04,2024,166895500,819,0.546,0.5032,0.9935,0.9291,0.0138,35,1.0629,0,0,0.665,0.9833,64,3.835,10.657,0.2133,0.4301,0.0824,0.0315,0.0341,0.0328,0.0363,0.0072,16.93,0.1855,0,0.1847,0.1845,0.2803,2,0.058,-25,0,0,0,0.9452,1.0315,Complete,2025-08-17,176573000,Validation
PRJ3-00058,Cedar Marketplace 58,Commercial,Mountain,ID,Private,Lump Sum,Design-Build,Low,Moderate,Fast,2021-12-19,2022-08-04,2022,78232200,563,0.405,0.4142,1.0597,0.9976,-0.0261,-5,1.1144,0,18,0.491,0.9709,33,4.218,4.532,0.5626,0.1198,0.0841,0.0854,0.0319,0.1215,0.0208,0,21.366,0.3358,2.979,0.1915,0.1473,0.3987,1,-0.0284,5,0,0,0,1.0293,0.9912,Complete,2023-07-10,76008600,Train
PRJ3-00059,Canyon Airport Improvements 59,Infrastructure,Northeast,MA,Private,Guaranteed Maximum Price,CMAR,High,Low,Standard,2023-05-10,2024-12-10,2024,198366700,1380,0.421,0.3424,0.8762,0.8573,0.0431,108,0.8608,42,20,0.755,0.9591,112,5.646,9.074,0.1455,0.3267,0.0921,0.1261,0.0872,0.2298,0.0837,0.0167,21.966,0.2308,5.454,0.2438,0.2766,0.3392,3,0.2148,15,1,0,1,0.8232,0.9892,Complete,2027-03-05,240972400,Validation
PRJ3-00060,Northstar Apartments 60,Residential,West,WA,Public,Cost Plus,Design-Build,Low,Moderate,Slow,2018-04-07,2019-02-25,2019,104450400,624,0.52,0.5238,0.9338,0.9952,0.03,-2,1.0572,13,5,0.377,0.9787,50,4.787,7.948,0.2873,0.321,0.0779,0,0.0233,0.0617,0,0.0105,32.846,0.3902,0.633,0.1542,0.2859,0.3083,3,0.1147,-13,1,0,1,0.8971,1.0213,Complete,2019-12-09,116426000,Train
PRJ3-00061,Aspen Process Plant 61,Industrial,West,NV,Private,Lump Sum,CMAR,High,High,Standard,2020-11-07,2021-10-23,2021,266369500,820,0.427,0.4248,0.9408,0.9551,0.0447,2,0.9574,5,12,1.115,0.9658,142,5.331,5.407,0.334,0.2543,0.1039,0.1424,0.0375,0.2237,0.0452,0.03,22.716,0.2986,6.311,0.3619,0.2461,0.2717,3,0.0401,-5,0,0,0,0.9615,1.0061,Complete,2023-01-31,277042300,Train
PRJ3-00062,Copper Medical Center 62,Institutional,Southeast,GA,Public,Unit Price,Design-Build,Very High,Moderate,Standard,2023-06-25,2025-05-24,2025,118084300,1282,0.546,0.5014,0.9748,0.9474,0.0038,57,0.9383,29,20,0.402,0.9517,64,5.42,5.011,0.5158,0.2783,0.1361,0.1038,0.0343,0.305,0.0466,0.026,20.174,0.2577,2.419,0.2134,0.1806,0.3889,3,0.0995,1,0,0,0,0.9095,0.9992,Complete,2026-12-29,129834800,Test
PRJ3-00063,Summit Public Works Program 63,Infrastructure,West,NV,Private,Lump Sum,Design-Build,High,Moderate,Standard,2019-02-10,2020-05-08,2020,550930600,1127,0.402,0.3394,0.9383,0.8888,0.0309,71,0.992,8,4,0.598,0.9601,240,4.356,8.36,0.3798,0.3298,0.0513,0.1293,0.048,0.1761,0.0423,0.0321,15.859,0.1757,5.766,0.2539,0.2578,0.3527,3,-0.0155,13,0,0,0,1.0157,0.9886,Complete,2022-03-26,542402600,Train
PRJ3-00064,Gateway Office Campus 64,Commercial,Midwest,OH,Private,Lump Sum,IPD,Very High,Low,Standard,2024-03-24,2025-06-22,2025,111691000,781,0.583,0.5408,0.8762,0.955,0.0708,33,0.9769,13,17,0.411,0.951,71,6.357,13.692,0.08,0.39,0.1263,0.3188,0.102,0.2934,0.0605,0.0334,29.595,0.3482,3.23,0.5033,0.359,0.2319,5,0.0881,16,0,0,0,0.9191,0.9799,Complete,2026-05-30,121527000,Test
PRJ3-00065,Cedar Residences 65,Residential,Southeast,NC,Public,Lump Sum,Design-Bid-Build,Moderate,Moderate,Standard,2024-08-16,2025-08-21,2025,74410300,791,0.469,0.5041,0.8886,1.0431,0.0738,-28,0.9488,14,20,0.538,0.9829,21,2.822,7.423,0.502,0.2504,0.0706,0.1165,0.0331,0.1179,0.054,0.0359,12.668,0.2247,4.453,0.4683,0.1768,0.1435,3,0.1127,31,1,1,1,0.8987,0.9623,Complete,2026-11-16,82797800,Test
PRJ3-00066,Cedar Logistics Center 66,Industrial,West,OR,Public-Private Partnership,Guaranteed Maximum Price,Design-Bid-Build,High,High,Standard,2020-08-12,2021-09-17,2021,261704500,915,0.439,0.4509,0.9175,1.0205,0.0561,-11,0.9897,0,9,0.651,0.9938,157,5.999,11.344,0.08,0.4614,0.1068,0.1502,0.0519,0.152,0.0466,0.028,30.72,0.374,9.594,0.3869,0.2777,0.321,5,0.0709,35,0,1,1,0.9338,0.9632,Complete,2023-03-20,280269100,Train
PRJ3-00067,Canyon Town Center 67,Mixed-Use,Midwest,MN,Private,Lump Sum,Design-Build,Low,High,Fast,2020-05-16,2021-05-30,2021,213424800,856,0.443,0.4544,0.9575,1.0094,0.0295,-10,1.0564,22,11,0.485,0.9666,89,4.17,6.913,0.32,0.2859,0.0965,0,0,0.0749,0.0123,0.0058,6.536,0.1062,3.376,0.1617,0.0982,0.331,2,0.0293,29,0,0,0,0.9715,0.9672,Complete,2022-10-18,219680100,Train
PRJ3-00068,Cedar Urban Village 68,Mixed-Use,Mountain,MT,Public-Private Partnership,Guaranteed Maximum Price,CMAR,Low,High,Fast,2019-08-20,2020-08-07,2020,178393000,869,0.407,0.4656,1.0391,1.0387,-0.0082,-51,1.0632,13,11,0.644,0.9872,74,4.148,5.853,0.3615,0.3203,0.0613,0.2076,0.049,0.0621,0.0018,0.0301,16.903,0.248,2.533,0.0697,0.2561,0.3427,3,0.0075,-10,0,0,0,0.9925,1.0116,Complete,2021-12-26,179732500,Train
PRJ3-00069,Cedar Residences 69,Residential,West,OR,Private,Lump Sum,IPD,High,Low,Standard,2018-05-31,2019-06-26,2019,40145300,712,0.55,0.5445,0.9787,1.0133,0.0088,4,0.9423,11,9,0.608,0.953,24,5.978,8.658,0.2326,0.3355,0.0951,0.2692,0.0475,0.1581,0.0373,0.0223,24.081,0.3067,5.581,0.3055,0.2859,0.4517,3,0.1113,-9,1,0,1,0.8999,1.0128,Complete,2020-05-03,44613200,Train
PRJ3-00070,Riverside Civic Complex 70,Institutional,Midwest,MI,Public,Cost Plus,Design-Build,High,Low,Standard,2021-03-07,2022-04-27,2022,136543100,991,0.42,0.4237,0.9265,0.9537,0.0089,-4,0.9355,33,12,0.392,0.9464,87,6.372,12.406,0.08,0.4444,0.0876,0.1516,0.0671,0.2406,0.0398,0.0227,23.4,0.3462,3.985,0.3259,0.3149,0.3471,4,0.0221,44,0,1,1,0.9784,0.9575,Complete,2024-01-06,139561500,Train
PRJ3-00071,Granite Distribution Hub 71,Industrial,Southeast,FL,Public,Guaranteed Maximum Price,IPD,High,Moderate,Standard,2021-05-04,2022-09-19,2022,112101600,996,0.506,0.5159,1.0242,1.0233,-0.0292,-10,0.9607,5,5,0.481,0.9465,51,4.549,9.613,0.212,0.2973,0.0545,0.1389,0.0379,0.2769,0.0501,0.005,14.364,0.2724,4.95,0.289,0.165,0.3712,2,-0.033,-25,0,0,0,1.0342,1.0257,Complete,2023-12-31,108398700,Train
PRJ3-00072,Evergreen Corporate Center 72,Commercial,Midwest,MI,Private,Lump Sum,CMAR,High,High,Standard,2024-09-19,2025-08-24,2025,162668200,720,0.472,0.4885,0.9788,1.0071,0.0239,-12,0.9843,18,10,0.408,0.9729,82,5.041,7.372,0.294,0.1207,0.0573,0.2211,0.0519,0.1969,0.049,0.0368,15.117,0.1891,5.319,0.2654,0.2759,0.3335,3,0.0667,-2,0,0,0,0.9375,1.0028,Complete,2026-09-07,173516700,Test
PRJ3-00073,Redwood Transit Program 73,Infrastructure,Mountain,CO,Private,Lump Sum,Design-Bid-Build,High,Low,Slow,2020-02-05,2021-05-13,2021,227632900,1236,0.375,0.3111,0.832,0.8562,0.065,79,0.8386,46,24,0.666,0.9547,143,6.282,8.857,0.5204,0.4585,0.1164,0.1182,0.0034,0.3387,0.0514,0.0179,13.868,0.1708,3.086,0.3468,0.1617,0.4239,3,0.1242,16,1,0,1,0.8895,0.9872,Complete,2023-07-11,255910800,Train
PRJ3-00074,Northstar Airport Improvements 74,Infrastructure,Southeast,NC,Private,Guaranteed Maximum Price,IPD,Very High,Moderate,Slow,2022-11-26,2024-09-07,2024,198315600,1429,0.456,0.4112,1.0258,0.8938,0.0158,64,0.7948,23,18,0.791,0.9462,126,6.354,6.651,0.358,0.3251,0.113,0.1803,0.0211,0.2602,0.0404,0.0318,28.962,0.2607,8.149,0.3815,0.3259,0.4771,4,0.04,23,0,0,0,0.9615,0.9842,Complete,2026-11-17,206251400,Validation
PRJ3-00075,Canyon Corporate Center 75,Commercial,Southeast,TN,Public,Unit Price,CMAR,Low,Moderate,Standard,2022-08-25,2023-02-08,2023,66837000,462,0.363,0.358,0.9866,1.0161,0.0083,2,1.0046,5,15,0.677,0.9607,19,2.843,9.059,0.1448,0.4175,0.1098,0.0118,0.0085,0.0972,0.0242,0.0274,10.765,0.1144,3.592,0.2136,0.0864,0.336,3,0.0447,-15,0,0,0,0.9572,1.0336,Complete,2023-11-15,69823700,Train
PRJ3-00076,Summit Corporate Center 76,Commercial,West,NV,Public,Unit Price,Design-Bid-Build,Low,Low,Fast,2022-05-18,2023-06-05,2023,33468900,741,0.517,0.4922,1.0148,0.9735,-0.0039,18,1.0075,10,0,0.274,0.9631,12,3.585,8.238,0.3853,0.3424,0.0953,0.0975,0.0183,0.0556,0.0411,0.0126,15.624,0.2169,0.111,0.2474,0.1345,0.1737,2,0.0702,-1,0,0,0,0.9344,1.0014,Complete,2024-05-27,35817200,Train
PRJ3-00077,Pioneer Corporate Center 77,Commercial,Southwest,NM,Private,Lump Sum,Design-Bid-Build,Low,Moderate,Standard,2021-10-05,2022-07-23,2022,43048500,666,0.437,0.43,1.005,0.9858,-0.0061,5,1.0448,0,3,0.243,0.99,17,3.949,3.879,0.4679,0.1632,0.0661,0.0818,0.0217,0.1067,0.0346,0.0117,18.548,0.2527,3.706,0.3357,0.1905,0.3321,2,-0.058,-25,0,0,0,1.0616,1.039,Complete,2023-07-08,40549900,Train
PRJ3-00078,Mesa Marketplace 78,Commercial,Northeast,NY,Public,Cost Plus,Design-Build,Low,High,Slow,2021-09-03,2022-05-19,2022,63067000,597,0.433,0.4329,1.1484,1.01,-0.0385,0,1.0783,32,15,0.556,0.9746,29,4.598,5.652,0.4895,0.2738,0.0537,0.0338,0.0103,0.0405,0.0507,0.0144,30.307,0.4711,4.96,0.0687,0.1811,0.2183,3,0.0564,42,0,1,1,0.9466,0.9343,Complete,2023-06-04,66626500,Train
PRJ3-00079,Cedar Urban Village 79,Mixed-Use,Southeast,GA,Private,Guaranteed Maximum Price,Design-Build,Moderate,Low,Standard,2021-02-21,2022-01-28,2022,176528500,973,0.351,0.3492,0.9457,0.948,0.0104,2,0.9487,25,20,0.496,0.9689,80,4.532,7.772,0.3775,0.3538,0.0566,0.0369,0.0482,0.107,0.0197,0.037,28.056,0.3489,0.864,0.3327,0.1915,0.3574,3,0.0854,-10,0,0,0,0.9213,1.0104,Complete,2023-10-12,191609800,Train
PRJ3-00080,Aspen Process Plant 80,Industrial,Midwest,IL,Private,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Slow,2023-08-05,2024-09-02,2024,109561300,865,0.456,0.3791,0.8913,0.9062,0.0356,66,0.9484,4,14,0.911,0.9741,53,4.837,8.77,0.2823,0.3955,0.0605,0.1143,0.0742,0.0676,0.0252,0.0455,9.695,0.2122,4.458,0.4365,0.1314,0.4436,4,0.119,7,1,0,1,0.8937,0.992,Complete,2025-12-24,122596600,Validation
PRJ3-00081,Lakeview Corporate Center 81,Commercial,West,CA,Private,Lump Sum,CMAR,Moderate,Low,Fast,2022-04-11,2023-03-08,2023,125470000,769,0.431,0.4548,0.9146,1.039,0.044,-18,0.9845,19,2,0.702,0.9777,59,4.702,7.727,0.435,0.2318,0.0602,0.119,0.0672,0.0349,0.0131,0.013,8.049,0.1724,4.636,0.4308,0.1271,0.4049,2,0.0949,-25,0,0,0,0.9133,1.0336,Complete,2024-04-24,137383300,Train
PRJ3-00082,Evergreen Retail Center 82,Commercial,West,WA,Private,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Standard,2019-01-23,2020-04-24,2020,177589600,957,0.478,0.4804,0.998,0.9881,-0.0222,-2,1.0865,18,8,0.364,0.9736,83,4.674,5.745,0.5152,0.2425,0.079,0.1024,0,0.0487,0.0575,0.0112,15.846,0.1393,0.7,0.2089,0.1842,0.2957,1,0.0162,-10,0,0,0,0.984,1.0106,Complete,2021-08-27,180471300,Train
PRJ3-00083,Granite Airport Improvements 83,Infrastructure,West,NV,Public-Private Partnership,Guaranteed Maximum Price,IPD,Moderate,Low,Standard,2022-06-20,2024-03-26,2024,214617000,1147,0.563,0.5338,0.9283,0.9504,0.0427,33,0.9958,0,2,0.61,0.9498,116,5.405,8.989,0.2432,0.3232,0.0591,0.1468,0.0725,0.1366,0,0.0087,12.38,0.2148,1.883,0.2489,0.1562,0.3629,2,0.0441,-19,0,0,0,0.9577,1.0168,Complete,2025-07-22,224091700,Validation
PRJ3-00084,Gateway Earthworks Package 84,Heavy Civil,Midwest,OH,Private,Guaranteed Maximum Price,CMAR,High,Low,Standard,2024-12-24,2025-12-24,2025,96284900,996,0.367,0.3202,0.9282,0.877,0.0328,47,0.8914,48,5,0.948,0.9672,48,4.985,11.789,0.08,0.4712,0.0771,0.1317,0.0342,0.0569,0.0725,0.0159,18.082,0.4044,7.858,0.2993,0.1216,0.2738,4,0.1555,85,1,1,1,0.8654,0.9214,Complete,2027-12-10,111255900,Test
PRJ3-00085,Canyon Water Program 85,Heavy Civil,West,NV,Public,Guaranteed Maximum Price,Design-Build,Low,Low,Standard,2021-02-11,2022-03-28,2022,89357300,773,0.531,0.4964,1.0419,0.9612,-0.005,27,1.0213,0,0,0.429,0.9496,44,4.924,8.711,0.2832,0.2219,0.0908,0.1271,0.0616,0.0653,0,0.0289,21.114,0.1798,6.62,0.0504,0.248,0.2637,3,0.0364,-10,0,0,0,0.9649,1.0131,Complete,2023-03-16,92612200,Train
PRJ3-00086,Pioneer Bridge Program 86,Heavy Civil,Southwest,NM,Private,Unit Price,IPD,Moderate,Moderate,Fast,2024-01-09,2025-09-16,2025,210479200,1201,0.513,0.5247,0.9196,0.9871,0.0287,-14,1.0377,0,11,0.711,0.9742,87,4.133,8.416,0.2102,0.2455,0.0778,0.0677,0.0407,0.1144,0.0285,0,20.851,0.206,0.868,0.266,0.2604,0.2863,1,-0.0053,-21,0,0,0,1.0053,1.0178,Complete,2027-04-03,209373600,Test
PRJ3-00087,Canyon Research Facility 87,Institutional,West,OR,Public,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Slow,2020-01-21,2021-01-16,2021,127364300,637,0.567,0.4725,0.9797,0.8706,0.0072,60,1.0674,10,6,1.205,0.9563,46,3.612,6.211,0.2622,0.2393,0.0664,0.0704,0.0694,0.2023,0.0103,0.0063,23.329,0.2595,5.878,0.3245,0.2339,0.3051,2,0.0098,22,0,0,0,0.9903,0.9666,Complete,2021-11-10,128614600,Train
PRJ3-00088,Harbor District 88,Mixed-Use,Southwest,AZ,Public,Cost Plus,Design-Bid-Build,Very High,Low,Fast,2024-03-17,2025-10-17,2025,112009700,1038,0.558,0.4826,0.839,0.8883,0.0902,78,0.8042,23,0,1.028,0.945,73,6.517,15.538,0.08,0.5584,0.1477,0.2066,0.0354,0.2813,0.0424,0.0456,27.479,0.2873,3.969,0.3766,0.3039,0.3676,6,0.1344,26,1,0,1,0.8815,0.9756,Complete,2027-02-14,127061000,Test
PRJ3-00089,Copper Medical Center 89,Institutional,West,NV,Private,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Fast,2020-03-16,2021-08-16,2021,48383900,985,0.526,0.5239,1.0119,1.003,-0.0109,2,0.8799,6,9,0.551,0.9507,10,2.067,4.995,0.4357,0.155,0.0544,0.0745,0.0214,0.1982,0,0.0246,5,0.0821,2.658,0.2192,0.0617,0.2837,2,-0.0067,-25,0,0,0,1.0067,1.026,Complete,2022-11-01,48061900,Train
PRJ3-00090,Granite Transit Program 90,Infrastructure,Mountain,UT,Private,Cost Plus,Design-Bid-Build,Moderate,Moderate,Standard,2017-04-11,2019-09-28,2019,335872500,1513,0.595,0.5991,0.9093,1.0145,0.0416,-6,0.885,4,15,0.642,0.966,160,4.764,4.519,0.481,0.1727,0.051,0.137,0.0334,0.1367,0.0568,0.0247,15.603,0.2869,2.072,0.2153,0.2248,0.3257,2,0.1069,45,1,1,1,0.9034,0.9711,Complete,2021-07-17,371772600,Train
PRJ3-00091,Northstar Corporate Center 91,Commercial,Northeast,PA,Private,Cost Plus,Design-Bid-Build,Moderate,High,Standard,2024-07-02,2025-04-16,2025,60325300,696,0.415,0.4054,1.0158,1.0123,-0.0137,7,1.0984,4,13,0.284,0.9752,37,6.133,7.631,0.3745,0.3689,0.0615,0.132,0.0222,0.1499,0.0183,0.0292,25.599,0.3699,4.722,0.29,0.2712,0.4026,4,-0.0241,17,0,0,0,1.0247,0.9762,Complete,2026-06-15,58870200,Test
PRJ3-00092,Summit Medical Center 92,Institutional,Midwest,MN,Private,Lump Sum,Design-Bid-Build,Moderate,High,Slow,2023-02-02,2024-03-24,2024,111926300,782,0.533,0.4928,0.9722,0.9668,0.0185,31,0.8741,24,15,0.737,0.9681,57,5.093,9.868,0.2102,0.3873,0.0776,0.061,0.0392,0.1864,0.0618,0,32.781,0.3788,6.501,0.3362,0.1833,0.3977,3,0.0827,14,0,0,0,0.9237,0.9824,Complete,2025-04-08,121177100,Validation
PRJ3-00093,Pioneer Residences 93,Residential,Mountain,ID,Private,Unit Price,Design-Bid-Build,Very High,Moderate,Standard,2019-11-19,2020-12-11,2020,44671500,702,0.554,0.4984,0.9571,0.9475,0.0478,39,0.9139,35,14,1.117,0.9482,24,5.373,14.224,0.08,0.4674,0.1358,0.17,0.064,0.2988,0.0534,0.0311,26.674,0.277,4.143,0.3288,0.2801,0.4764,5,0.1109,41,1,1,1,0.9001,0.9448,Complete,2021-12-01,49627100,Train
PRJ3-00094,Canyon Logistics Center 94,Industrial,Southwest,AZ,Private,Lump Sum,Design-Build,Very High,High,Slow,2019-03-15,2020-04-28,2020,196920200,948,0.433,0.4175,0.9136,0.9278,0.0446,15,0.9269,39,3,0.907,0.9712,128,6.5,13.736,0.08,0.5244,0.1453,0.1875,0.0541,0.1485,0.0646,0.0311,34.197,0.4283,11.66,0.4686,0.3047,0.5311,7,0.1704,48,1,1,1,0.8544,0.9518,Complete,2021-12-05,230466900,Train
PRJ3-00095,Harbor Transit-Oriented Development 95,Mixed-Use,Mountain,MT,Private,Guaranteed Maximum Price,CMAR,High,Low,Standard,2023-09-05,2025-02-13,2025,91607000,1187,0.444,0.4394,0.9645,0.9838,0.0228,5,0.9889,15,6,0.763,0.9585,71,7.75,12.39,0.161,0.3297,0.0866,0.1526,0.0713,0.2915,0.0339,0.0593,26.896,0.3223,1.298,0.2892,0.2205,0.3576,5,0.0535,-9,0,0,0,0.9492,1.0076,Complete,2026-11-26,96508500,Test
PRJ3-00096,Harbor Education Center 96,Institutional,Mountain,CO,Private,Lump Sum,Design-Bid-Build,High,High,Standard,2022-06-07,2023-07-19,2023,144232200,936,0.435,0.4014,0.8356,0.9348,0.0652,31,0.9726,6,23,0.354,0.9513,64,4.437,10.155,0.2535,0.3904,0.1039,0.0984,0.0268,0.1897,0.0504,0.0462,9.092,0.1352,7.483,0.4352,0.1638,0.3828,4,0.1669,-4,1,0,1,0.857,1.0043,Complete,2024-12-25,168303800,Train
PRJ3-00097,Crescent Bridge Program 97,Heavy Civil,West,NV,Private,Lump Sum,Design-Build,Low,Moderate,Fast,2024-07-06,2025-12-13,2025,151774500,1165,0.451,0.4573,1.0008,1.0433,-0.0099,-7,0.954,6,11,0,0.9834,57,3.756,6.573,0.2251,0.1473,0.0561,0.0405,0.0063,0.02,0.0214,0.0009,12.258,0.1992,5.793,0.2554,0.1546,0.3276,1,0.0753,-25,0,0,0,0.93,1.0219,Complete,2027-08-20,163205000,Test
PRJ3-00098,Aspen District 98,Mixed-Use,West,NV,Private,Lump Sum,CMAR,Very High,Moderate,Standard,2022-10-15,2023-10-09,2023,118153200,990,0.363,0.3181,0.915,0.9837,0.0314,44,0.8846,8,5,0.506,0.9587,57,4.824,5.749,0.5025,0.197,0.0716,0.1655,0.0561,0.2492,0.0781,0.0379,10.062,0.2232,8.724,0.4492,0.1642,0.3974,3,0.0882,13,0,0,0,0.919,0.987,Complete,2025-07-14,128573600,Train
PRJ3-00099,Pioneer Process Plant 99,Industrial,West,OR,Private,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Fast,2019-01-16,2020-06-01,2020,124082000,921,0.546,0.57,1.009,1.0098,-0.0065,-22,0.9846,16,0,0.679,0.993,57,4.594,9.46,0.3083,0.2692,0.0533,0.1185,0.0295,0.1175,0.0171,0,10.167,0.2052,0.715,0.064,0.1747,0.3346,1,0.0405,-24,0,0,0,0.9611,1.0268,Complete,2021-07-01,129104200,Train
PRJ3-00100,Liberty Process Plant 100,Industrial,West,NV,Public,Lump Sum,Design-Bid-Build,High,Low,Standard,2021-05-18,2022-05-04,2022,791562200,894,0.393,0.4432,0.9842,1.041,0.019,-45,0.8463,35,19,0.44,0.9438,240,3.032,7.023,0.3594,0.1964,0.0769,0.1753,0.0213,0.2503,0.0226,0.04,21.103,0.28,2.146,0.2338,0.2762,0.4292,3,0.0679,8,0,0,0,0.9364,0.9911,Complete,2023-11-06,845316400,Train
PRJ3-00101,Canyon Education Center 101,Institutional,Southwest,TX,Private,Guaranteed Maximum Price,CMAR,Low,Moderate,Fast,2022-09-23,2023-05-26,2023,99695700,582,0.422,0.4286,1.05,1.0159,0.0057,-4,1.0768,2,3,0.463,0.9821,48,4.815,4.662,0.5661,0.1311,0.065,0.1078,0.0377,0.0665,0.0366,0,18.003,0.2288,4.393,0.2042,0.1608,0.2701,1,-0.0067,-25,0,0,0,1.0067,1.0449,Complete,2024-04-02,99027500,Train
PRJ3-00102,Summit Water Program 102,Heavy Civil,Mountain,ID,Private,Cost Plus,Design-Build,Moderate,Moderate,Standard,2021-12-10,2023-07-05,2023,139707100,1286,0.445,0.4591,0.9258,1.0576,0.0662,-18,0.9858,24,14,0.982,0.9729,72,5.154,8.778,0.327,0.2694,0.0764,0.0009,0.0014,0.1287,0.0546,0,20.866,0.1926,3.68,0.4115,0.0883,0.3481,2,0.0597,-25,0,0,0,0.9436,1.0198,Complete,2025-05-24,148051800,Train
PRJ3-00103,Summit Earthworks Package 103,Heavy Civil,West,WA,Public,Guaranteed Maximum Price,Design-Bid-Build,Low,Moderate,Standard,2022-09-18,2024-02-16,2024,296224200,914,0.565,0.5475,0.9667,1.0043,0.0297,16,1.0044,20,9,0.486,0.9781,123,4.152,10.819,0.2386,0.393,0.0876,0.1228,0.0398,0.1524,0.0068,0.0104,22.634,0.2298,4.12,0.1833,0.1971,0.2206,3,0.065,12,0,0,0,0.939,0.987,Complete,2025-04-01,315473200,Validation
PRJ3-00104,Summit Housing 104,Residential,Mountain,WY,Public,Lump Sum,Design-Bid-Build,Moderate,Low,Fast,2019-03-11,2019-10-18,2019,63047900,447,0.495,0.5259,1.0138,1.0353,-0.0119,-14,0.9747,8,17,0.654,0.9477,30,4.758,6.392,0.4264,0.2783,0.0723,0.086,0.0558,0.1171,0.0521,0.0166,6.265,0.1038,5.712,0.3386,0.1225,0.2324,2,0.0373,23,0,0,0,0.964,0.9511,Complete,2020-06-23,65400400,Train
